sample_id,class_id,class_name,image_size,center_x,center_y,radius_or_half_side,noise_std,foreground_brightness,pixel_mean,split
1741,3,star,32,16,20,9,0.0475,0.8662,0.2153,train
1742,3,star,32,19,20,7,0.0517,0.883,0.1327,train
1743,3,star,32,18,20,8,0.049,0.8091,0.1589,train
1744,3,star,32,20,18,9,0.0466,0.7701,0.1914,train
1745,3,star,32,12,15,14,0.0596,0.9379,0.564,train
1746,3,star,32,16,18,13,0.0674,0.879,0.4557,train
1747,3,star,32,17,19,10,0.0484,0.76,0.2332,train
1748,3,star,32,17,14,10,0.0465,0.7644,0.2345,train
1749,3,star,32,16,15,9,0.045,0.9515,0.2365,train
1750,3,star,32,21,18,7,0.0397,0.7609,0.1144,train
1751,3,star,32,16,21,7,0.0439,0.8222,0.1236,train
1752,3,star,32,16,13,14,0.0578,0.9897,0.5951,train
1753,3,star,32,15,20,11,0.0359,0.9798,0.3637,train
1754,3,star,32,14,13,11,0.0316,0.9199,0.3415,train
1755,3,star,32,17,19,11,0.029,0.832,0.3089,train
1756,3,star,32,10,19,13,0.0653,0.9051,0.4693,train
1757,3,star,32,10,20,8,0.0515,0.751,0.1475,train
1758,3,star,32,22,16,14,0.0318,0.9188,0.5525,train
1759,3,star,32,20,20,7,0.061,0.7695,0.1157,train
1760,3,star,32,17,20,7,0.0295,0.9459,0.1422,train
1761,3,star,32,16,19,11,0.0449,0.8347,0.3099,train
1762,3,star,32,10,11,13,0.0355,0.9448,0.4899,train
1763,3,star,32,13,17,6,0.0625,0.8389,0.0927,train
1764,3,star,32,21,15,9,0.0504,0.8175,0.2032,train
1765,3,star,32,19,20,10,0.052,0.7716,0.2367,train
1766,3,star,32,15,10,10,0.0525,0.9852,0.3023,train
1767,3,star,32,21,21,9,0.0434,0.8683,0.2158,train
1768,3,star,32,11,14,14,0.0788,0.9032,0.5431,train
1769,3,star,32,18,13,8,0.0513,0.8686,0.1705,train
1770,3,star,32,14,19,9,0.0548,0.7656,0.1903,train
1771,3,star,32,21,22,10,0.0521,0.9614,0.295,train
1772,3,star,32,21,20,14,0.0554,0.9881,0.5942,train
1773,3,star,32,20,18,13,0.0641,0.8975,0.4653,train
1774,3,star,32,20,10,11,0.0606,0.9115,0.3384,train
1775,3,star,32,16,14,7,0.0501,0.8538,0.1284,train
1776,3,star,32,22,10,9,0.0452,0.8368,0.2079,train
1777,3,star,32,16,18,13,0.0399,0.7613,0.3947,train
1778,3,star,32,19,22,6,0.046,0.8303,0.0917,train
1779,3,star,32,13,21,12,0.0591,0.9877,0.4364,train
1780,3,star,32,15,14,7,0.0715,0.7973,0.1199,train
1781,3,star,32,11,10,13,0.0442,0.9002,0.4667,train
1782,3,star,32,15,14,9,0.048,0.9413,0.2339,train
1783,3,star,32,13,15,6,0.0509,0.7759,0.0857,train
1784,3,star,32,11,22,13,0.0553,0.8068,0.4183,train
1785,3,star,32,20,17,7,0.0391,0.9334,0.1403,train
1786,3,star,32,15,21,7,0.053,0.758,0.114,train
1787,3,star,32,10,22,13,0.0518,0.9378,0.4862,train
1788,3,star,32,11,20,6,0.0629,0.8536,0.0943,train
1789,3,star,32,14,16,12,0.0546,0.8842,0.3906,train
1790,3,star,32,19,22,6,0.0638,0.8059,0.089,train
1791,3,star,32,17,22,12,0.0595,0.8588,0.3794,train
1792,3,star,32,20,22,6,0.0601,0.8315,0.0918,train
1793,3,star,32,15,19,9,0.0405,0.859,0.2135,train
1794,3,star,32,19,22,9,0.0512,0.9212,0.2289,train
1795,3,star,32,12,20,14,0.051,0.967,0.5815,train
1796,3,star,32,17,12,9,0.0496,0.9239,0.2296,train
1797,3,star,32,10,10,8,0.0604,0.783,0.1537,train
1798,3,star,32,22,15,10,0.046,0.9803,0.3008,train
1799,3,star,32,18,22,8,0.0599,0.8901,0.1748,train
1800,3,star,32,15,10,14,0.0552,0.8323,0.5005,train
1801,3,star,32,20,12,6,0.0569,0.8907,0.0984,train
1802,3,star,32,10,16,11,0.0515,0.8843,0.3283,train
1803,3,star,32,13,20,9,0.0684,0.7969,0.198,train
1804,3,star,32,21,21,13,0.052,0.9103,0.472,train
1805,3,star,32,15,19,11,0.0411,0.8939,0.3318,train
1806,3,star,32,17,22,6,0.0422,0.7889,0.0871,train
1807,3,star,32,10,20,9,0.0431,0.869,0.216,train
1808,3,star,32,17,21,11,0.0461,0.8012,0.2974,train
1809,3,star,32,16,13,12,0.0395,0.9437,0.4169,train
1810,3,star,32,11,15,6,0.0622,0.8371,0.0925,train
1811,3,star,32,12,14,13,0.0778,0.8831,0.4579,train
1812,3,star,32,10,10,9,0.0545,0.9337,0.232,train
1813,3,star,32,12,13,10,0.0625,0.7975,0.2447,train
1814,3,star,32,12,13,6,0.0482,0.8831,0.0975,train
1815,3,star,32,14,11,6,0.0411,0.7923,0.0875,train
1816,3,star,32,11,15,9,0.0527,0.9072,0.2254,train
1817,3,star,32,13,15,11,0.0453,0.8232,0.3056,train
1818,3,star,32,19,16,7,0.0374,0.9845,0.148,train
1819,3,star,32,12,22,9,0.0298,0.7784,0.1934,train
1820,3,star,32,19,16,9,0.0535,0.8398,0.2087,train
1821,3,star,32,22,19,9,0.0591,0.971,0.2413,train
1822,3,star,32,13,10,10,0.0551,0.7857,0.241,train
1823,3,star,32,18,19,13,0.0434,0.9595,0.4975,train
1824,3,star,32,20,19,7,0.051,0.863,0.1297,train
1825,3,star,32,16,22,14,0.054,0.7902,0.4752,train
1826,3,star,32,21,15,14,0.0415,0.793,0.4768,train
1827,3,star,32,21,17,13,0.0586,0.9167,0.4753,train
1828,3,star,32,19,20,6,0.0488,0.9711,0.1073,train
1829,3,star,32,13,17,9,0.0601,0.7997,0.1987,train
1830,3,star,32,19,12,11,0.0432,0.9633,0.3576,train
1831,3,star,32,11,12,7,0.0552,0.8111,0.1219,train
1832,3,star,32,10,17,14,0.0466,0.8052,0.4842,train
1833,3,star,32,16,17,13,0.0616,0.8991,0.4662,train
1834,3,star,32,14,16,6,0.0413,0.8694,0.096,train
1835,3,star,32,13,14,7,0.0539,0.7931,0.1192,train
1836,3,star,32,18,18,7,0.0474,0.9522,0.1431,train
1837,3,star,32,13,11,7,0.0532,0.9386,0.1411,train
1838,3,star,32,13,20,11,0.0525,0.7981,0.2963,train
1839,3,star,32,21,22,10,0.0512,0.81,0.2485,train
1840,3,star,32,22,21,14,0.055,0.7831,0.4709,train
1841,3,star,32,10,22,10,0.0627,0.969,0.2973,train
1842,3,star,32,16,19,6,0.0482,0.9892,0.1093,train
1843,3,star,32,18,22,8,0.059,0.8633,0.1695,train
1844,3,star,32,13,17,9,0.0548,0.9236,0.2295,train
1845,3,star,32,22,18,13,0.0446,0.8738,0.4531,train
1846,3,star,32,15,13,12,0.0481,0.9401,0.4153,train
1847,3,star,32,21,16,9,0.039,0.9348,0.2323,train
1848,3,star,32,12,19,8,0.0319,0.7572,0.1487,train
1849,3,star,32,21,10,13,0.0574,0.8233,0.4269,train
1850,3,star,32,16,16,12,0.057,0.8316,0.3674,train
1851,3,star,32,21,18,10,0.0324,0.9331,0.2863,train
1852,3,star,32,12,12,11,0.049,0.9385,0.3484,train
1853,3,star,32,22,19,12,0.0519,0.8864,0.3916,train
1854,3,star,32,18,16,9,0.0567,0.8438,0.2097,train
1855,3,star,32,15,19,13,0.0492,0.8639,0.4479,train
1856,3,star,32,20,18,8,0.0445,0.7911,0.1553,train
1857,3,star,32,21,19,13,0.0435,0.7577,0.3929,train
1858,3,star,32,16,14,9,0.0566,0.9687,0.2407,train
1859,3,star,32,20,18,7,0.0511,0.8059,0.1212,train
1860,3,star,32,15,16,12,0.0408,0.7527,0.3325,train
1861,3,star,32,11,12,14,0.0527,0.7877,0.4737,train
1862,3,star,32,13,12,9,0.0356,0.8434,0.2096,train
1863,3,star,32,21,20,13,0.0581,0.8243,0.4274,train
1864,3,star,32,13,18,13,0.0571,0.8245,0.4275,train
1865,3,star,32,10,12,13,0.061,0.8161,0.4231,train
1866,3,star,32,18,15,13,0.0593,0.9438,0.4893,train
1867,3,star,32,19,10,7,0.0539,0.8604,0.1293,train
1868,3,star,32,21,21,10,0.0451,0.8595,0.2637,train
1869,3,star,32,22,12,12,0.0701,0.8439,0.3728,train
1870,3,star,32,17,16,8,0.0501,0.926,0.1818,train
1871,3,star,32,11,16,6,0.0715,0.9176,0.1013,train
1872,3,star,32,20,18,10,0.0513,0.8157,0.2503,train
1873,3,star,32,11,21,9,0.0702,0.91,0.2261,train
1874,3,star,32,11,15,7,0.0586,0.9328,0.1402,train
1875,3,star,32,18,22,11,0.0444,0.9313,0.3457,train
1876,3,star,32,10,17,6,0.0449,0.7998,0.0883,train
1877,3,star,32,21,20,13,0.0532,0.7676,0.398,train
1878,3,star,32,16,10,6,0.0379,0.9554,0.1055,train
1879,3,star,32,21,12,11,0.0612,0.8101,0.3007,train
1880,3,star,32,11,18,9,0.0446,0.8607,0.2139,train
1881,3,star,32,17,12,13,0.0402,0.9213,0.4777,train
1882,3,star,32,10,19,7,0.0582,0.7909,0.1189,train
1883,3,star,32,11,18,12,0.0327,0.7925,0.3501,train
1884,3,star,32,14,12,13,0.0573,0.7527,0.3903,train
1885,3,star,32,13,21,6,0.063,0.8359,0.0923,train
1886,3,star,32,10,20,14,0.0596,0.8561,0.5148,train
1887,3,star,32,21,20,7,0.0423,0.9038,0.1359,train
1888,3,star,32,10,10,12,0.0434,0.7626,0.3369,train
1889,3,star,32,13,15,9,0.0554,0.9341,0.2321,train
1890,3,star,32,10,15,9,0.0506,0.7567,0.188,train
1891,3,star,32,11,13,7,0.0517,0.9132,0.1373,train
1892,3,star,32,12,10,12,0.0555,0.7903,0.3491,train
1893,3,star,32,15,15,14,0.032,0.873,0.525,train
1894,3,star,32,16,16,7,0.0402,0.9742,0.1465,train
1895,3,star,32,11,15,11,0.04,0.8058,0.2991,train
1896,3,star,32,16,13,13,0.0547,0.8259,0.4282,train
1897,3,star,32,20,14,11,0.059,0.8028,0.298,train
1898,3,star,32,22,19,13,0.07,0.8487,0.44,train
1899,3,star,32,11,21,14,0.0557,0.9859,0.5928,train
1900,3,star,32,14,11,11,0.0558,0.8866,0.3291,val
1901,3,star,32,21,16,8,0.0282,0.9855,0.1935,val
1902,3,star,32,15,20,13,0.043,0.9622,0.4989,val
1903,3,star,32,10,19,13,0.0624,0.7662,0.3973,val
1904,3,star,32,19,21,6,0.0394,0.8058,0.089,val
1905,3,star,32,19,22,7,0.0596,0.8058,0.1211,val
1906,3,star,32,19,11,6,0.0441,0.9317,0.1029,val
1907,3,star,32,17,14,9,0.0653,0.783,0.1946,val
1908,3,star,32,21,19,13,0.0539,0.7591,0.3936,val
1909,3,star,32,15,12,10,0.0555,0.9274,0.2845,val
1910,3,star,32,22,16,10,0.0428,0.7595,0.233,val
1911,3,star,32,13,21,11,0.066,0.9301,0.3453,val
1912,3,star,32,20,13,9,0.0463,0.763,0.1896,val
1913,3,star,32,16,18,11,0.0557,0.8959,0.3326,val
1914,3,star,32,17,11,9,0.0557,0.7655,0.1902,val
1915,3,star,32,12,13,8,0.0629,0.7625,0.1497,val
1916,3,star,32,13,13,14,0.0612,0.9495,0.571,val
1917,3,star,32,21,17,10,0.0573,0.7688,0.2359,val
1918,3,star,32,19,13,10,0.0534,0.8518,0.2613,val
1919,3,star,32,17,20,9,0.0557,0.8185,0.2034,val
1920,3,star,32,15,16,12,0.0476,0.7692,0.3398,val
1921,3,star,32,17,16,14,0.0673,0.7903,0.4752,val
1922,3,star,32,22,17,6,0.0418,0.7874,0.087,val
1923,3,star,32,16,11,10,0.0432,0.9329,0.2862,val
1924,3,star,32,14,16,13,0.0452,0.9244,0.4793,val
1925,3,star,32,14,16,14,0.0468,0.8234,0.4951,val
1926,3,star,32,17,13,8,0.047,0.7828,0.1537,val
1927,3,star,32,10,10,14,0.0476,0.9699,0.5832,val
1928,3,star,32,16,16,11,0.0488,0.8471,0.3145,val
1929,3,star,32,14,20,7,0.0404,0.8422,0.1266,val
1930,3,star,32,16,19,8,0.0476,0.9712,0.1907,val
1931,3,star,32,16,14,11,0.0515,0.7966,0.2957,val
1932,3,star,32,21,10,12,0.0384,0.9152,0.4043,val
1933,3,star,32,21,13,9,0.0493,0.9724,0.2416,val
1934,3,star,32,21,20,6,0.0277,0.8367,0.0924,val
1935,3,star,32,20,12,10,0.0531,0.9174,0.2815,val
1936,3,star,32,13,19,8,0.0311,0.7854,0.1542,val
1937,3,star,32,22,11,12,0.0352,0.753,0.3327,val
1938,3,star,32,18,13,12,0.0394,0.9662,0.4269,val
1939,3,star,32,16,14,10,0.058,0.7898,0.2423,val
1940,3,star,32,19,14,12,0.0377,0.9628,0.4254,val
1941,3,star,32,21,11,7,0.0499,0.9306,0.1399,val
1942,3,star,32,12,14,9,0.0386,0.8327,0.2069,val
1943,3,star,32,16,21,10,0.0369,0.9732,0.2986,val
1944,3,star,32,11,11,12,0.0561,0.868,0.3835,val
1945,3,star,32,20,14,12,0.0502,0.876,0.387,val
1946,3,star,32,13,17,8,0.0546,0.919,0.1804,val
1947,3,star,32,11,17,9,0.0585,0.8706,0.2163,val
1948,3,star,32,22,13,10,0.0514,0.7939,0.2436,val
1949,3,star,32,16,17,7,0.0532,0.9859,0.1482,val
1950,3,star,32,16,11,10,0.0541,0.8204,0.2517,val
1951,3,star,32,10,19,9,0.0456,0.7654,0.1902,val
1952,3,star,32,10,14,6,0.0352,0.7742,0.0855,val
1953,3,star,32,22,10,7,0.0521,0.9097,0.1368,val
1954,3,star,32,18,22,10,0.0543,0.8402,0.2578,val
1955,3,star,32,17,22,11,0.0672,0.9737,0.3615,val
1956,3,star,32,15,15,9,0.0428,0.9136,0.227,val
1957,3,star,32,20,16,12,0.0445,0.9758,0.4311,val
1958,3,star,32,22,11,6,0.0291,0.9595,0.106,val
1959,3,star,32,21,16,8,0.0326,0.8597,0.1688,val
1960,3,star,32,21,22,9,0.0551,0.8774,0.218,val
1961,3,star,32,19,20,13,0.0508,0.8384,0.4347,val
1962,3,star,32,20,15,6,0.0354,0.7508,0.0829,val
1963,3,star,32,10,22,11,0.0486,0.9021,0.3349,val
1964,3,star,32,21,19,7,0.0468,0.8663,0.1302,val
1965,3,star,32,17,20,7,0.0434,0.8336,0.1253,val
1966,3,star,32,12,18,14,0.0492,0.7968,0.4791,val
1967,3,star,32,17,22,7,0.0417,0.7576,0.1139,val
1968,3,star,32,17,12,13,0.0453,0.8817,0.4571,val
1969,3,star,32,17,20,14,0.0642,0.9792,0.5888,val
1970,3,star,32,20,21,7,0.0504,0.9308,0.1399,val
1971,3,star,32,21,10,8,0.0569,0.7753,0.1522,val
1972,3,star,32,14,13,10,0.058,0.842,0.2583,val
1973,3,star,32,20,11,8,0.0462,0.9098,0.1786,val
1974,3,star,32,22,21,11,0.0625,0.8681,0.3223,val
1975,3,star,32,19,22,7,0.0434,0.9593,0.1442,val
1976,3,star,32,21,21,12,0.044,0.9222,0.4074,val
1977,3,star,32,22,18,12,0.0424,0.9069,0.4007,val
1978,3,star,32,11,11,7,0.0526,0.7778,0.1169,val
1979,3,star,32,19,13,7,0.0434,0.8317,0.125,val
1980,3,star,32,16,19,6,0.0453,0.8252,0.0911,val
1981,3,star,32,19,18,9,0.0477,0.8246,0.2049,val
1982,3,star,32,15,22,8,0.066,0.8267,0.1623,val
1983,3,star,32,19,19,9,0.0271,0.8747,0.2174,val
1984,3,star,32,15,12,10,0.0511,0.9546,0.2929,val
1985,3,star,32,17,20,13,0.0508,0.9509,0.493,val
1986,3,star,32,22,21,6,0.0549,0.9293,0.1026,val
1987,3,star,32,14,18,7,0.0565,0.8937,0.1344,val
1988,3,star,32,20,13,13,0.0472,0.8878,0.4603,val
1989,3,star,32,16,10,11,0.0692,0.82,0.3044,val
1990,3,star,32,22,13,6,0.0591,0.9535,0.1053,val
1991,3,star,32,22,12,13,0.063,0.9716,0.5038,val
1992,3,star,32,12,10,14,0.0488,0.9456,0.5686,val
1993,3,star,32,16,20,13,0.0417,0.8441,0.4377,val
1994,3,star,32,18,21,10,0.0668,0.8439,0.2589,val
1995,3,star,32,13,21,14,0.049,0.8178,0.4918,val
1996,3,star,32,19,22,6,0.0458,0.9305,0.1028,val
1997,3,star,32,21,14,13,0.0533,0.954,0.4946,val
1998,3,star,32,17,14,8,0.0426,0.8561,0.1681,val
1999,3,star,32,22,21,9,0.0392,0.8003,0.1989,val
